1.0-2.0,SCHEDULED CASTE,15,KRISHNA,4422,5951,4440,3337,7777
1.0-2.0,SCHEDULED CASTE,16,GUNTUR,5376,7211,5357,3065,8422
1.0-2.0,SCHEDULED CASTE,17,PRAKASAM,15758,22123,5238,12835,18073
1.0-2.0,SCHEDULED CASTE,18,NELLORE,11591,15537,9940,3650,13590
1.0-2.0,SCHEDULED CASTE,19,KADAPA,7920,11068,4708,5181,9889
1.0-2.0,SCHEDULED CASTE,20,KURNOOL,20608,28737,6857,21100,27957
1.0-2.0,SCHEDULED CASTE,21,ANANTHAPUR,22432,32555,3455,26646,30101
1.0-2.0,SCHEDULED CASTE,22,CHITTOOR,13019,17902,6223,6928,13151
1.0-2.0,OTHERS,1,ADILABAD,90217,129447,19309,102095,121404
1.0-2.0,OTHERS,2,NIZAMABAD,91437,128017,113177,62747,175924
1.0-2.0,OTHERS,3,KARIMNAGAR,126752,178297,152782,37387,190170
1.0-2.0,OTHERS,4,MEDAK,120377,168747,57298,87030,144328
1.0-2.0,OTHERS,5,RANGAREDDY,67816,95571,18854,37320,56174
1.0-2.0,OTHERS,6,MAHABUBNAGAR,197502,282862,69066,181409,250474
1.0-2.0,OTHERS,7,NALGONDA,155305,220963,106153,84456,190609
1.0-2.0,OTHERS,8,WARANGAL,105740,148796,97940,40105,138045
1.0-2.0,OTHERS,9,KHAMMAM,62730,87930,53948,40231,94178
1.0-2.0,OTHERS,10,SRIKAKULAM,62857,86492,60808,49965,110773
1.0-2.0,OTHERS,11,VIZIANAGARAM,57096,79057,41451,43905,85356
1.0-2.0,OTHERS,12,VISAKHAPATNAM,41078,55861,30094,26119,56214
1.0-2.0,OTHERS,13,EAST GODAVARI,72592,99582,109467,39154,148620
1.0-2.0,OTHERS,14,WEST GODAVARI,78380,108878,158969,5691,164660
1.0-2.0,OTHERS,15,KRISHNA,91402,127884,106302,77948,184250
1.0-2.0,OTHERS,16,GUNTUR,140692,195277,141452,89967,231420
1.0-2.0,OTHERS,17,PRAKASAM,151097,215873,57173,135682,192855
1.0-2.0,OTHERS,18,NELLORE,77841,109836,79751,26404,106156
1.0-2.0,OTHERS,19,KADAPA,113575,163190,58299,96153,154452
1.0-2.0,OTHERS,20,KURNOOL,163417,233865,55687,173827,229514
1.0-2.0,OTHERS,21,ANANTHAPUR,209985,309988,44368,247041,291409
1.0-2.0,OTHERS,22,CHITTOOR,128363,181152,59058,72139,131196
1.0-2.0,SCHEDULED TRIBES,1,ADILABAD,34794,49802,1971,42019,43989
1.0-2.0,SCHEDULED TRIBES,2,NIZAMABAD,10578,14239,13001,6777,19779
1.0-2.0,SCHEDULED TRIBES,3,KARIMNAGAR,4278,5858,3750,2016,5766
1.0-2.0,SCHEDULED TRIBES,4,MEDAK,9878,13656,4091,8420,12512
1.0-2.0,SCHEDULED TRIBES,5,RANGAREDDY,8025,11053,3170,5001,8171
1.0-2.0,SCHEDULED TRIBES,6,MAHABUBNAGAR,23940,33489,5990,23550,29540
1.0-2.0,SCHEDULED TRIBES,7,NALGONDA,21197,29224,9934,13522,23456
1.0-2.0,SCHEDULED TRIBES,8,WARANGAL,24633,33921,20692,11493,32185
