A & N ISLANDS,SOUTH ANDAMAN,OTHERS,5.0-7.5,1,FERRARGUNJ,11,67,0,46,46
A & N ISLANDS,SOUTH ANDAMAN,OTHERS,5.0-7.5,2,PORT BLAIR,8,49,0,46,46
A & N ISLANDS,SOUTH ANDAMAN,OTHERS,5.0-7.5,3,LITTLE ANDAMAN,0,0,0,46,46
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED TRIBES,5.0-7.5,1,FERRARGUNJ,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED TRIBES,5.0-7.5,2,PORT BLAIR,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED TRIBES,5.0-7.5,3,LITTLE ANDAMAN,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,ALL SOCIAL GROUPS,5.0-7.5,1,FERRARGUNJ,11,67,0,46,46
A & N ISLANDS,SOUTH ANDAMAN,ALL SOCIAL GROUPS,5.0-7.5,2,PORT BLAIR,9,54,0,46,46
A & N ISLANDS,SOUTH ANDAMAN,ALL SOCIAL GROUPS,5.0-7.5,3,LITTLE ANDAMAN,0,0,0,46,46
A & N ISLANDS,SOUTH ANDAMAN,INSTITUTIONAL,4.0-5.0,1,FERRARGUNJ,2,8,0,7,7
A & N ISLANDS,SOUTH ANDAMAN,INSTITUTIONAL,4.0-5.0,2,PORT BLAIR,4,18,0,7,7
A & N ISLANDS,SOUTH ANDAMAN,INSTITUTIONAL,4.0-5.0,3,LITTLE ANDAMAN,0,0,0,7,7
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED CASTE,4.0-5.0,1,FERRARGUNJ,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED CASTE,4.0-5.0,2,PORT BLAIR,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED CASTE,4.0-5.0,3,LITTLE ANDAMAN,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,OTHERS,4.0-5.0,1,FERRARGUNJ,41,176,0,112,112
A & N ISLANDS,SOUTH ANDAMAN,OTHERS,4.0-5.0,2,PORT BLAIR,68,296,0,112,112
A & N ISLANDS,SOUTH ANDAMAN,OTHERS,4.0-5.0,3,LITTLE ANDAMAN,1,4,0,112,112
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED TRIBES,4.0-5.0,1,FERRARGUNJ,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED TRIBES,4.0-5.0,2,PORT BLAIR,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED TRIBES,4.0-5.0,3,LITTLE ANDAMAN,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,ALL SOCIAL GROUPS,4.0-5.0,1,FERRARGUNJ,43,184,0,119,119
A & N ISLANDS,SOUTH ANDAMAN,ALL SOCIAL GROUPS,4.0-5.0,2,PORT BLAIR,72,314,0,119,119
A & N ISLANDS,SOUTH ANDAMAN,ALL SOCIAL GROUPS,4.0-5.0,3,LITTLE ANDAMAN,1,4,0,119,119
A & N ISLANDS,SOUTH ANDAMAN,INSTITUTIONAL,10.0-20.0,1,FERRARGUNJ,8,124,0,77,77
A & N ISLANDS,SOUTH ANDAMAN,INSTITUTIONAL,10.0-20.0,2,PORT BLAIR,1,16,0,77,77
A & N ISLANDS,SOUTH ANDAMAN,INSTITUTIONAL,10.0-20.0,3,LITTLE ANDAMAN,1,10,0,77,77
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED CASTE,10.0-20.0,1,FERRARGUNJ,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED CASTE,10.0-20.0,2,PORT BLAIR,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED CASTE,10.0-20.0,3,LITTLE ANDAMAN,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,OTHERS,10.0-20.0,1,FERRARGUNJ,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,OTHERS,10.0-20.0,2,PORT BLAIR,1,11,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,OTHERS,10.0-20.0,3,LITTLE ANDAMAN,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED TRIBES,10.0-20.0,1,FERRARGUNJ,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED TRIBES,10.0-20.0,2,PORT BLAIR,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED TRIBES,10.0-20.0,3,LITTLE ANDAMAN,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,ALL SOCIAL GROUPS,10.0-20.0,1,FERRARGUNJ,8,124,0,77,77
A & N ISLANDS,SOUTH ANDAMAN,ALL SOCIAL GROUPS,10.0-20.0,2,PORT BLAIR,2,26,0,77,77
A & N ISLANDS,SOUTH ANDAMAN,ALL SOCIAL GROUPS,10.0-20.0,3,LITTLE ANDAMAN,1,10,0,77,77
A & N ISLANDS,SOUTH ANDAMAN,INSTITUTIONAL,7.5-10.0,1,FERRARGUNJ,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,INSTITUTIONAL,7.5-10.0,2,PORT BLAIR,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,INSTITUTIONAL,7.5-10.0,3,LITTLE ANDAMAN,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED CASTE,7.5-10.0,1,FERRARGUNJ,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED CASTE,7.5-10.0,2,PORT BLAIR,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED CASTE,7.5-10.0,3,LITTLE ANDAMAN,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,OTHERS,7.5-10.0,1,FERRARGUNJ,5,41,0,19,19
A & N ISLANDS,SOUTH ANDAMAN,OTHERS,7.5-10.0,2,PORT BLAIR,8,66,0,19,19
A & N ISLANDS,SOUTH ANDAMAN,OTHERS,7.5-10.0,3,LITTLE ANDAMAN,1,8,0,19,19
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED TRIBES,7.5-10.0,1,FERRARGUNJ,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED TRIBES,7.5-10.0,2,PORT BLAIR,0,0,0,0,0
A & N ISLANDS,SOUTH ANDAMAN,SCHEDULED TRIBES,7.5-10.0,3,LITTLE ANDAMAN,0,0,0,0,0
