size_class,social_group,state_name,state_code,district_name,district_code,total_holdings_no,total_holdings_area,gross_cropped_area_irrigated,gross_cropped_area_unirrigated,gross_cropped_area_total
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,2,HAMIRPUR,28,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,HAMIRPUR,168,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,MAHOBA,169,1,0,1,0,1
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,BANDA,170,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,CHITRAKOOT,171,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,FATEHPUR,172,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,8,PRATAPGARH,131,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,PRATAPGARH,173,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,KAUSHAMBI,174,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,ALLAHABAD,175,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,BARABANKI,176,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,FAIZABAD,177,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,AMBEDKAR NAGAR,178,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,SULTANPUR,179,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,BEHRAICH,180,197,145,145,135,280
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,SHRAWASTI,181,151,101,101,127,228
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,BALRAMPUR,182,488,361,52,498,551
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,GONDA,183,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,SIDDHARTH NAGAR,184,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,BASTI,185,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,SANT KABIR NAGAR,186,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,MAHARAJGANJ,187,71,55,55,0,55
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,GORAKHPUR,188,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,KUSHI NAGAR,189,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,DEORIA,190,1267,755,690,61,751
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,AZAMGARH,191,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,MAU,192,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,BALLIA,193,489,291,580,0,580
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,JAUNPUR,194,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,GHAZIPUR,195,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,CHANDAULI,196,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,VARANASI,197,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,SANT RAVIDAS NAGAR,198,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,MIRZAPUR,199,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,SONEBHADRA,200,9646,6978,3733,5156,8889
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,9,KASHIRAM NAGAR,202,0,0,0,0,0
0.5-1.0,SCHEDULED TRIBES,UTTAR PRADESH,,CHOTRAPATI SAHOOJI MAHARA,,0,0,0,0,0
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,SAHARANPUR,132,52784,39591,57974,10477,68451
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,MUZAFFARNAGAR,133,65581,47362,78037,35,78072
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,GHAZIABAD,140,38371,26096,47585,0,47585
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,MORADABAD,135,88655,62754,88363,24185,112549
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,BULANDSHAHAR,142,76439,54165,93083,7107,100190
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,JYOTIBA PHULE NAGAR,137,40660,31789,33878,7435,41313
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,MEERUT,138,49543,34588,57546,0,57546
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,BAGHPAT,139,34664,25037,48109,97,48207
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,BIJNOR,134,93136,67193,60701,12353,73054
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,GAUTAM BUDDH NAGAR,141,16785,11818,15771,0,15771
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,RAMPUR,136,50995,34468,69192,198,69391
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,ALIGARH,143,61924,43654,61259,11185,72444
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,MAHA MAYA NAGAR,144,36427,25136,34727,4747,39474
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,MATHURA,145,36615,25170,32917,5922,38839
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,AGRA,146,60245,42833,40540,13625,54165
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,FIROZABAD,147,41723,31324,39723,10370,50093
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,ETAH,201,62754,42319,56422,7969,64391
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,MAINPURI,148,71664,52700,78515,4148,82663
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,BADAAYU,149,134752,96534,89311,34489,123800
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,BAREILLY,150,97215,67703,103907,8446,112353
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,PILIBHIT,151,55490,42519,63217,7486,70703
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,SHAHJAHANPUR,152,104215,75627,131853,3584,135437
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,KHERI,153,130552,94799,148746,17809,166555
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,SITAPUR,154,155585,111285,118973,29621,148594
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,HARDOI,155,146570,99346,144727,28783,173510
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,UNNAO,156,114352,79299,90612,24783,115396
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,LUCKNOW,157,55226,35919,60850,1296,62146
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,RAEBARELI,158,78326,53794,59120,15515,74636
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,FARRUKHABAD,159,46610,31313,57449,1823,59273
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,KANNAUJ,160,58235,39855,50209,10602,60811
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,ETAWAH,161,47323,33818,40716,9727,50443
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,AURAIYA,162,46127,32379,49389,6342,55732
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,RAMABAI NAGAR/KANPUR DEHA,163,66050,42329,63577,15955,79532
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,KANPUR NAGAR,164,67309,49187,40615,29996,70611
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,JALAUN,165,58602,39215,31510,20760,52270
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,JHANSI,166,57168,43222,48046,29167,77213
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,LALITPUR,167,57152,42579,36117,26103,62220
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,2,HAMIRPUR,28,37908,27747,6624,43160,49784
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,HAMIRPUR,168,37908,27747,6624,43160,49784
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,MAHOBA,169,35000,25128,15414,22334,37748
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,BANDA,170,61470,44220,22035,29228,51263
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,CHITRAKOOT,171,39742,28591,6613,21390,28004
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,FATEHPUR,172,84410,60144,53106,17357,70464
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,8,PRATAPGARH,131,94808,61959,74288,15888,90176
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,PRATAPGARH,173,94808,61959,74288,15888,90176
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,KAUSHAMBI,174,49844,30486,44092,5515,49607
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,ALLAHABAD,175,107788,75307,46938,13281,60219
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,BARABANKI,176,94356,67808,131288,4539,135828
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,FAIZABAD,177,62735,40661,74114,747,74861
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,AMBEDKAR NAGAR,178,67246,45906,76682,758,77439
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,SULTANPUR,179,80097,56324,88190,7457,95647
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,BEHRAICH,180,115137,86229,48444,104389,152833
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,SHRAWASTI,181,44411,31161,22996,24349,47345
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,BALRAMPUR,182,71714,50082,23864,46856,70719
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,GONDA,183,97263,65993,52388,27812,80200
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,SIDDHARTH NAGAR,184,97608,69868,38960,82831,121791
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,BASTI,185,66664,52927,63509,20684,84194
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,SANT KABIR NAGAR,186,41214,27846,25525,2232,27756
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,MAHARAJGANJ,187,72123,47556,45027,30501,75528
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,GORAKHPUR,188,85766,56195,53425,3890,57314
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,KUSHI NAGAR,189,74260,54904,53272,2826,56097
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,DEORIA,190,65793,41852,55272,7253,62525
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,AZAMGARH,191,100619,67283,92879,6007,98886
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,MAU,192,43910,29734,55718,6909,62627
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,BALLIA,193,66930,47375,86577,705,87282
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,JAUNPUR,194,106249,71315,90683,23583,114266
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,GHAZIPUR,195,86700,61269,79011,14631,93643
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,CHANDAULI,196,29880,21970,40115,713,40827
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,VARANASI,197,56808,36441,44068,7523,51591
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,SANT RAVIDAS NAGAR,198,28497,18678,25843,2520,28363
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,MIRZAPUR,199,50529,36883,23426,9341,32767
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,SONEBHADRA,200,38300,27134,5653,18688,24341
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,9,KASHIRAM NAGAR,202,48460,33918,46487,9163,55650
0.5-1.0,ALL SOCIAL GROUPS,UTTAR PRADESH,,CHOTRAPATI SAHOOJI MAHARA,,102313,62100,77980,13254,91234
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,SAHARANPUR,132,41,141,267,0,267
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,MUZAFFARNAGAR,133,21,72,133,0,133
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,GHAZIABAD,140,15,51,103,0,103
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,MORADABAD,135,9,30,54,6,61
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,BULANDSHAHAR,142,11,39,56,22,78
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,JYOTIBA PHULE NAGAR,137,7,24,39,10,48
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,MEERUT,138,19,71,142,0,142
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,BAGHPAT,139,8,26,52,0,52
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,BIJNOR,134,12,44,33,22,55
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,GAUTAM BUDDH NAGAR,141,20,66,121,0,121
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,RAMPUR,136,26,90,181,0,181
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,ALIGARH,143,21,72,144,0,144
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,MAHA MAYA NAGAR,144,7,26,52,0,52
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,MATHURA,145,34,116,233,0,233
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,AGRA,146,41,142,123,10,133
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,FIROZABAD,147,7,25,50,0,50
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,ETAH,201,17,61,122,0,122
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,MAINPURI,148,11,39,78,0,78
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,BADAAYU,149,13,45,45,0,45
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,BAREILLY,150,17,57,113,0,113
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,PILIBHIT,151,19,68,136,0,136
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,SHAHJAHANPUR,152,15,52,52,0,52
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,KHERI,153,19,65,114,0,114
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,SITAPUR,154,63,222,365,23,389
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,HARDOI,155,28,95,178,0,178
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,UNNAO,156,23,78,136,7,143
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,LUCKNOW,157,8,26,52,0,52
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,RAEBARELI,158,12,42,57,0,57
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,FARRUKHABAD,159,4,14,14,0,14
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,KANNAUJ,160,5,19,31,0,31
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,ETAWAH,161,9,30,59,0,59
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,AURAIYA,162,17,57,113,0,113
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,RAMABAI NAGAR/KANPUR DEHA,163,30,102,134,4,137
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,KANPUR NAGAR,164,14,46,92,0,92
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,JALAUN,165,91,307,443,91,533
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,JHANSI,166,87,299,232,116,348
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,LALITPUR,167,19,68,72,4,76
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,2,HAMIRPUR,28,45,149,149,0,149
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,HAMIRPUR,168,45,149,149,0,149
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,MAHOBA,169,18,62,62,0,62
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,BANDA,170,41,145,287,4,292
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,CHITRAKOOT,171,6,20,20,0,20
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,FATEHPUR,172,15,53,53,0,53
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,8,PRATAPGARH,131,10,35,35,0,35
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,PRATAPGARH,173,10,35,35,0,35
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,KAUSHAMBI,174,8,28,28,0,28
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,ALLAHABAD,175,12,38,38,0,38
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,BARABANKI,176,11,38,38,0,38
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,FAIZABAD,177,5,17,35,0,35
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,AMBEDKAR NAGAR,178,9,34,34,0,34
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,SULTANPUR,179,5,17,17,0,17
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,BEHRAICH,180,7,25,4,42,46
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,SHRAWASTI,181,4,14,25,3,28
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,BALRAMPUR,182,3,11,4,11,15
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,GONDA,183,2,7,7,0,7
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,SIDDHARTH NAGAR,184,7,23,13,10,23
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,BASTI,185,4,14,13,1,14
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,SANT KABIR NAGAR,186,1,4,4,0,4
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,MAHARAJGANJ,187,7,25,25,0,25
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,GORAKHPUR,188,5,17,10,7,17
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,KUSHI NAGAR,189,4,13,13,0,13
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,DEORIA,190,10,36,36,0,36
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,AZAMGARH,191,24,78,78,0,78
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,MAU,192,2,7,7,0,7
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,BALLIA,193,2,7,7,0,7
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,JAUNPUR,194,5,17,10,13,23
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,GHAZIPUR,195,21,74,57,17,74
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,CHANDAULI,196,8,27,27,0,27
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,VARANASI,197,5,17,10,7,17
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,SANT RAVIDAS NAGAR,198,2,6,0,6,6
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,MIRZAPUR,199,13,46,46,0,46
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,SONEBHADRA,200,4,14,6,8,14
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,9,KASHIRAM NAGAR,202,4,13,13,0,13
3.0-4.0,INSTITUTIONAL,UTTAR PRADESH,,CHOTRAPATI SAHOOJI MAHARA,,3,11,11,0,11
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,SAHARANPUR,132,281,948,1313,61,1374
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,MUZAFFARNAGAR,133,189,644,941,0,941
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,GHAZIABAD,140,107,354,828,0,828
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,MORADABAD,135,273,914,1067,388,1455
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,BULANDSHAHAR,142,375,1276,2004,173,2178
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,JYOTIBA PHULE NAGAR,137,219,784,760,352,1112
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,MEERUT,138,150,518,759,0,759
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,BAGHPAT,139,8,28,20,0,20
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,BIJNOR,134,490,1680,1002,793,1795
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,GAUTAM BUDDH NAGAR,141,54,184,368,0,368
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,RAMPUR,136,247,855,1353,0,1353
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,ALIGARH,143,475,1623,2133,263,2396
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,MAHA MAYA NAGAR,144,195,673,1002,154,1157
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,MATHURA,145,510,1766,2223,483,2706
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,AGRA,146,386,1314,1261,445,1706
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,FIROZABAD,147,343,1201,1709,354,2063
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,ETAH,201,184,623,791,76,867
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,MAINPURI,148,137,481,667,38,705
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,BADAAYU,149,458,1562,1387,605,1992
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,BAREILLY,150,215,709,1053,38,1091
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,PILIBHIT,151,236,815,1223,2,1225
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,SHAHJAHANPUR,152,400,1336,1315,6,1321
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,KHERI,153,807,2739,3508,239,3747
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,SITAPUR,154,1005,3419,4227,534,4760
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,HARDOI,155,1247,4228,5604,1582,7187
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,UNNAO,156,458,1570,1639,372,2011
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,LUCKNOW,157,400,1367,2140,150,2290
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,RAEBARELI,158,166,563,884,62,945
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,FARRUKHABAD,159,112,369,426,0,426
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,KANNAUJ,160,29,97,167,4,171
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,ETAWAH,161,179,614,565,314,878
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,AURAIYA,162,291,993,1018,368,1385
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,RAMABAI NAGAR/KANPUR DEHA,163,192,652,918,160,1078
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,KANPUR NAGAR,164,148,504,574,155,729
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,JALAUN,165,2342,7734,5186,2589,7775
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,JHANSI,166,1244,4232,2461,4222,6683
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,LALITPUR,167,1552,5299,4641,2763,7403
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,2,HAMIRPUR,28,796,2766,1837,2570,4407
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,HAMIRPUR,168,796,2766,1837,2570,4407
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,MAHOBA,169,787,2678,1389,1616,3005
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,BANDA,170,419,1427,782,822,1604
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,CHITRAKOOT,171,195,659,223,448,671
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,FATEHPUR,172,191,645,839,86,926
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,8,PRATAPGARH,131,11,37,39,12,51
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,PRATAPGARH,173,11,37,39,12,51
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,KAUSHAMBI,174,174,580,826,123,949
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,ALLAHABAD,175,253,871,621,285,906
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,BARABANKI,176,318,1032,1688,86,1775
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,FAIZABAD,177,43,151,242,6,248
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,AMBEDKAR NAGAR,178,11,37,35,2,37
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,SULTANPUR,179,10,35,59,0,59
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,BEHRAICH,180,158,528,343,444,787
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,SHRAWASTI,181,104,355,285,320,605
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,BALRAMPUR,182,90,309,192,235,427
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,GONDA,183,47,161,106,117,223
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,SIDDHARTH NAGAR,184,31,106,101,59,160
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,BASTI,185,19,65,68,21,89
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,SANT KABIR NAGAR,186,19,62,62,0,62
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,MAHARAJGANJ,187,62,207,130,66,196
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,GORAKHPUR,188,15,49,11,12,23
3.0-4.0,SCHEDULED CASTE,UTTAR PRADESH,9,KUSHI NAGAR,189,21,72,71,0,71
